,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount
CC(C)(C=C)C1=CC2=CC3=C(C=C2OC1=O)OC(C3)C(C)(C)O,0.42105263157894735,23.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,3.0
CC(CC(=O)O)(CC(=O)OCC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC=C(C=C4)O)O)O)O)O)O,0.37037037037037035,41.0,7.0,14.0,0.0,1.0,2.0,13.0,7.0,14.0,9.0,0.0,1.0,1.0,4.0
C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5,0.19047619047619047,26.0,0.0,5.0,0.0,1.0,3.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,0.375,25.0,6.0,9.0,1.0,0.0,1.0,8.0,6.0,9.0,4.0,1.0,0.0,1.0,2.0
CCC1=C(C2=NC1=CC3=C(C4=C(C(C(=C4[N-]3)C5=NC(=CC6=NC(=C2)C(=C6C)C=C)C(C5CCC(=O)OCC=C(C)CCCC(C)CCCC(C)CCCC(C)C)C)C(=O)OC)[O-])C)C.[Mg+2],0.5454545454545454,65.0,0.0,9.0,1.0,4.0,0.0,8.0,0.0,10.0,20.0,0.0,0.0,0.0,6.0
C[N+](C)(C)CCO,1.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,0.0,19.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)O)O)OC)O,0.16666666666666666,26.0,3.0,8.0,0.0,0.0,2.0,8.0,3.0,8.0,4.0,0.0,0.0,0.0,3.0
COC1=C(C(=C2C(=C1)OC(=C(C2=O)OC)C3=CC(=C(C=C3)O)O)O)OC,0.16666666666666666,26.0,3.0,8.0,0.0,0.0,2.0,8.0,3.0,8.0,4.0,0.0,0.0,0.0,3.0
C1C(C(OC2=C1C(=CC3=C2C(CC(=O)O3)C4=CC(=C(C=C4)O)O)O)C5=CC(=C(C=C5)O)O)O,0.20833333333333334,33.0,6.0,9.0,0.0,2.0,3.0,9.0,6.0,9.0,2.0,0.0,0.0,0.0,5.0
C1=CC=C(C=C1)C=CC=O,0.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
CC(=O)OC1C=C(C(C2(C1C(CCC2)(C)C)C)(C=O)O)C=O,0.7058823529411765,22.0,1.0,5.0,2.0,0.0,0.0,5.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0
CC(=O)OC1C=C2C(=O)OCC2(C3(C1C(CCC3)(C)C)C)O,0.7647058823529411,22.0,1.0,5.0,2.0,1.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0
COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC,0.11764705882352941,24.0,3.0,7.0,0.0,0.0,2.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0,3.0
C1CCC(C(C1)CN)CN,1.0,10.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC(=O)C)C)C,0.36363636363636365,34.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0
C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.5,13.0,4.0,7.0,0.0,0.0,0.0,4.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0
CC(CCC=C(C)C)CC=O,0.7,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
CC(CCC=C(C)C)CCO,0.8,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0
CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,0.36363636363636365,29.0,1.0,7.0,1.0,0.0,2.0,6.0,1.0,7.0,5.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O,0.8620689655172413,39.0,5.0,10.0,4.0,2.0,0.0,10.0,5.0,10.0,4.0,4.0,1.0,5.0,6.0
COC1=C(C=C2C(=C1)CCNC2=O)OC,0.36363636363636365,15.0,1.0,4.0,0.0,1.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0
CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)OC)OC)OC,0.45454545454545453,27.0,0.0,5.0,0.0,2.0,2.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,0.2857142857142857,31.0,6.0,10.0,0.0,1.0,2.0,10.0,6.0,10.0,4.0,0.0,1.0,1.0,4.0
CC1C2CCC(C2=CC3(CCC(=C3C(C1O)OC4C(C5C6(C(O4)COC)OC(O5)C(O6)(C)C7CO7)O)C(C)C)C)(COC)O,0.8787878787878788,44.0,3.0,11.0,3.0,4.0,0.0,11.0,3.0,11.0,8.0,1.0,4.0,5.0,7.0
CN1C2=CC=CC=C2C=C3C1=C4C=CC=CC4=N3,0.0625,18.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
CN1CCC2=CC(=C(C=C2C(=O)CC3=C(C1)C4=C(C=C3)OCO4)OC)OC,0.38095238095238093,27.0,0.0,6.0,0.0,2.0,2.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0
CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,0.6875,40.0,3.0,8.0,4.0,0.0,0.0,8.0,3.0,8.0,5.0,2.0,0.0,2.0,4.0
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,0.14285714285714285,27.0,2.0,6.0,0.0,0.0,2.0,6.0,2.0,6.0,8.0,0.0,0.0,0.0,2.0
CC1CC2=C(C1=O)C3C(C=C(C2=O)C)C(CCC3=C)C(=C)C,0.5,22.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0
C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O,0.0,21.0,5.0,6.0,0.0,0.0,2.0,5.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0
CC(C)CCCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C,1.0,31.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0
C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,0.24,37.0,7.0,12.0,1.0,0.0,2.0,11.0,7.0,12.0,7.0,1.0,0.0,1.0,3.0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,0.2857142857142857,32.0,7.0,11.0,0.0,1.0,2.0,11.0,7.0,11.0,4.0,0.0,1.0,1.0,4.0
CC1CC=CC2C3C(O3)(C(C4C2(C(=O)NC4CC5=CC=CC=C5)OC(=O)OC=CC(C1=O)(C)O)C)C,0.5357142857142857,36.0,2.0,8.0,1.0,3.0,1.0,7.0,2.0,8.0,2.0,1.0,2.0,3.0,5.0
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,0.0,19.0,2.0,4.0,0.0,0.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0
CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,0.35,27.0,0.0,7.0,0.0,4.0,2.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,6.0
CC1(C2CCC1(C(C2)O)C)C,1.0,11.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0
CN1CCC2=CC3=C(C4=C2C1CC5=C4C(=C(C=C5)OC)O)OCO3,0.3684210526315789,24.0,1.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,0.0,0.0,0.0,5.0
C1(C(C(C(C(C1O)O)O)O)O)O,1.0,12.0,6.0,6.0,1.0,0.0,0.0,6.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0
C=C1CCC2C(C3C1CCC3=C)OC(=O)C2=C,0.5333333333333333,17.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,3.0
C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-],0.0,23.0,6.0,7.0,0.0,0.0,2.0,6.0,6.0,8.0,1.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O,0.21428571428571427,44.0,10.0,16.0,0.0,1.0,3.0,16.0,10.0,16.0,5.0,0.0,1.0,1.0,5.0
CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)C)C)C)C(C)C)C,0.8,42.0,2.0,12.0,0.0,2.0,0.0,7.0,2.0,12.0,5.0,0.0,2.0,2.0,2.0
"CC1=C(C(CC(C1)O)(C)C)C#CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C)C)C",0.5,43.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,8.0,1.0,1.0,2.0,3.0
"CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C#CC2=C(CC(CC2(C)C)O)C)C)C",0.45,42.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,0.926829268292683,54.0,5.0,13.0,4.0,4.0,0.0,13.0,5.0,13.0,7.0,4.0,3.0,7.0,8.0
CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(=O)C4(C)C)O)C)C)C)O)O,0.8125,40.0,3.0,8.0,4.0,0.0,0.0,8.0,3.0,8.0,6.0,3.0,0.0,3.0,4.0
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,0.9259259259259259,30.0,1.0,3.0,4.0,2.0,0.0,3.0,1.0,3.0,0.0,3.0,2.0,5.0,6.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0.4642857142857143,43.0,8.0,15.0,0.0,2.0,2.0,15.0,8.0,15.0,7.0,0.0,2.0,2.0,5.0
CC1=CCC(CC1)C(=C)C,0.6,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)O)OC,0.3684210526315789,24.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,4.0
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,0.5581395348837209,58.0,5.0,15.0,3.0,1.0,2.0,14.0,5.0,15.0,8.0,2.0,1.0,3.0,6.0
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,0.4444444444444444,39.0,7.0,12.0,2.0,1.0,2.0,12.0,6.0,12.0,5.0,0.0,1.0,1.0,5.0
COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O,0.3684210526315789,24.0,2.0,5.0,0.0,2.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,4.0
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,0.0,22.0,4.0,8.0,0.0,0.0,2.0,8.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0
CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,0.6470588235294118,21.0,2.0,4.0,1.0,0.0,0.0,4.0,2.0,4.0,10.0,0.0,0.0,0.0,1.0
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,0.06666666666666667,20.0,3.0,5.0,1.0,0.0,2.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)O,0.3333333333333333,31.0,6.0,10.0,1.0,1.0,2.0,10.0,6.0,10.0,3.0,0.0,1.0,1.0,4.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,0.2,21.0,5.0,6.0,0.0,1.0,2.0,6.0,5.0,6.0,1.0,0.0,0.0,0.0,3.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.13636363636363635,32.0,7.0,10.0,0.0,1.0,3.0,10.0,7.0,10.0,3.0,0.0,0.0,0.0,4.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,0.2,22.0,6.0,7.0,0.0,1.0,2.0,7.0,6.0,7.0,1.0,0.0,0.0,0.0,3.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.13636363636363635,33.0,8.0,11.0,0.0,1.0,3.0,11.0,8.0,11.0,3.0,0.0,0.0,0.0,4.0
C1=CC(=C2C(=C1O)O2)O,0.0,9.0,2.0,3.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0
CC1=CCC2C(C3C1CCC3=C)OC(=O)C2=C,0.5333333333333333,17.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O,0.5185185185185185,42.0,9.0,15.0,0.0,3.0,2.0,15.0,9.0,15.0,6.0,0.0,2.0,2.0,5.0
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,0.13333333333333333,21.0,4.0,6.0,0.0,1.0,2.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0
CCCCCCCCC=CCCCCCCCCCCCC(=O)O,0.8636363636363636,24.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)CO)C,0.9333333333333333,32.0,2.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,5.0
C1=CC(=O)OC2=CC(=C(C=C21)O)O,0.0,13.0,2.0,4.0,0.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0
COC1=CC=C(C=C1)CC=C,0.2,11.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,0.5517241379310345,42.0,3.0,13.0,1.0,4.0,2.0,13.0,3.0,13.0,5.0,0.0,3.0,3.0,7.0
COC1=C(C=CC(=C1)CC=C)O,0.2,12.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0
COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O,0.0625,23.0,4.0,7.0,0.0,0.0,2.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,3.0
CC1C2C(C3C4(C(CC(=O)C3(C1C(=O)O2)C)C(=CC(C4O)O)C)C)O,0.7894736842105263,25.0,3.0,6.0,3.0,1.0,0.0,6.0,3.0,6.0,0.0,2.0,1.0,3.0,4.0
CC1C2C(C3C4(C(CC(=O)C3(C1C(=O)O2)C)C(=CC(=O)C4O)C)C)O,0.7368421052631579,25.0,2.0,6.0,3.0,1.0,0.0,6.0,2.0,6.0,0.0,2.0,1.0,3.0,4.0
CC1C2C(C3C(C1C(=O)O2)(C(=O)C=C4C3(C(C(C=C4C)O)O)C)C)O,0.6842105263157895,25.0,3.0,6.0,3.0,1.0,0.0,6.0,3.0,6.0,0.0,1.0,1.0,2.0,4.0
CC1=CC(C(C2(C1CC3C45C2C(C(C(=C)C4(C(C(=O)O3)O)O)O)(OC5)O)C)O)O,0.75,29.0,6.0,9.0,3.0,2.0,0.0,9.0,6.0,9.0,0.0,2.0,2.0,4.0,5.0
CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(=C)C4(C(C(=O)O3)O)O)O)(OC5)O)C)O,0.7,29.0,5.0,9.0,3.0,2.0,0.0,9.0,5.0,9.0,0.0,2.0,2.0,4.0,5.0
C1CNC(C(C1O)O)CO,1.0,10.0,4.0,4.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0
CC(=CCCC(=CCCC(=CCO)C)C)C,0.6,16.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0
COC1=C(C=CC(=C1)C=CC(=O)O)O,0.1,14.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,0.0,21.0,4.0,6.0,0.0,0.0,2.0,6.0,4.0,6.0,1.0,0.0,0.0,0.0,3.0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O.C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,0.2222222222222222,53.0,11.0,17.0,0.0,2.0,4.0,16.0,11.0,17.0,5.0,0.0,1.0,1.0,7.0
CC(=CCN1C2C(CCN2C)(C3=C1C=C(C=C3)Br)C(C)(C)C=C)C,0.5238095238095238,24.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,0.0,1.0,1.0,3.0
CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)OC(=O)C)(C)C,0.5476190476190477,48.0,2.0,6.0,2.0,1.0,0.0,6.0,2.0,6.0,11.0,2.0,1.0,3.0,3.0
CCCCCC(=O)OCC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C)C=C=C3C(CC(CC3(C)O)O)(C)C,0.5869565217391305,53.0,3.0,7.0,2.0,1.0,0.0,7.0,3.0,7.0,16.0,2.0,1.0,3.0,3.0
CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C,0.5384615384615384,33.0,1.0,7.0,1.0,2.0,0.0,6.0,1.0,7.0,10.0,1.0,2.0,3.0,3.0
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O,1.0,34.0,11.0,16.0,0.0,3.0,0.0,16.0,11.0,16.0,7.0,0.0,3.0,3.0,3.0
C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,0.0,20.0,3.0,5.0,0.0,0.0,2.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0
CC(=CCN=C(N)N)C,0.5,9.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
CC1CC2CCC3C2(C(=C1)C(=O)O3)O,0.7272727272727273,14.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,3.0
C1=C(C=C(C(=C1O)O)O)C(=O)O,0.0,12.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0
CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C,0.5,46.0,2.0,8.0,3.0,3.0,1.0,7.0,2.0,8.0,8.0,1.0,1.0,2.0,7.0
COC(=O)C1=COC(C2C1CC=C2CO)O,0.5454545454545454,16.0,2.0,5.0,1.0,1.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,2.0
COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O,0.7058823529411765,27.0,5.0,10.0,1.0,2.0,0.0,10.0,5.0,10.0,5.0,0.0,1.0,1.0,3.0
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,0.0,20.0,3.0,5.0,0.0,0.0,2.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0
C1C2C3C(C(C(O2)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C6=C5C7C(=CC(=O)C(C7(O)O)(O6)O)C(=O)O3)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,0.21951219512195122,68.0,14.0,27.0,1.0,4.0,4.0,27.0,14.0,27.0,2.0,0.0,1.0,1.0,9.0
CC(=CCCC(=CCO)C)C,0.6,11.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
CC1=CC2=C(C3=C1OC(C=C3)(C)C)NC4=CC=CC=C42,0.2222222222222222,20.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,0.8571428571428571,58.0,8.0,16.0,5.0,2.0,0.0,13.0,8.0,16.0,7.0,4.0,2.0,6.0,7.0
CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,0.26666666666666666,38.0,6.0,8.0,0.0,0.0,4.0,8.0,6.0,8.0,5.0,0.0,0.0,0.0,4.0
C1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,0.25,31.0,7.0,11.0,0.0,1.0,2.0,11.0,7.0,11.0,3.0,0.0,1.0,1.0,4.0
CC(=O)OC1CC(C2=CC(=O)OC3C2(C1C4(C(C3)C(C=CC4=O)(C)O)C)C)(C)C5C(CC(=O)O5)CO,0.7037037037037037,36.0,2.0,9.0,3.0,2.0,0.0,9.0,2.0,9.0,3.0,2.0,1.0,3.0,5.0
CC=C1C(=O)CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,0.7142857142857143,23.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0
CCC(C)C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)OC7C(=O)C(C(C(O7)CO)O)O)O)C)CO)O,0.8936170212765957,65.0,10.0,18.0,5.0,2.0,0.0,17.0,10.0,18.0,11.0,4.0,2.0,6.0,7.0
"CC1=C(C(CC(C1)O)(C)C)C#CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC23C(CC(CC2(O3)C)O)(C)C)C)C",0.525,44.0,2.0,4.0,2.0,1.0,0.0,4.0,2.0,4.0,9.0,1.0,1.0,2.0,3.0
CC1(CC(C2(C1C(OC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O)OC(=O)C=CC4=CC=CC=C4,0.5416666666666666,35.0,6.0,11.0,1.0,2.0,1.0,11.0,6.0,11.0,6.0,1.0,1.0,2.0,4.0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)O)C)C)C2C1)C)C(=O)O)C,0.9,34.0,3.0,4.0,5.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,0.0,4.0,5.0
CC1CC2C(C(C3(C1C=CC3=O)C)O)C(=C)C(=O)O2,0.6,19.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,2.0,3.0
CCCCCCC=O,0.8571428571428571,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
CCCC=CC(=O)C,0.5714285714285714,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
CC(C)(C(COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)O)O,0.3125,22.0,2.0,6.0,0.0,0.0,1.0,6.0,2.0,6.0,4.0,0.0,0.0,0.0,3.0
COC1=CC2=C(C=C1)C=CC(=O)O2,0.1,13.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0
COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,0.1875,22.0,3.0,6.0,0.0,1.0,2.0,6.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0.5357142857142857,43.0,8.0,15.0,0.0,3.0,2.0,15.0,8.0,15.0,7.0,0.0,2.0,2.0,5.0
CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,0.6551724137931034,39.0,2.0,10.0,1.0,3.0,1.0,10.0,2.0,10.0,9.0,0.0,1.0,1.0,5.0
